,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
707,2.0,,,,,BS,True,"['SQL', 'verbal skills', 'written skills', 'problem-solving', 'Excel', 'PowerPoint', 'customer service', 'Python']"
708,,30.0,50.0,,,BS,True,"['math expertise', 'evaluation', 'writing', 'bilingual']"
709,7.0,,,,,BS/MS,True,"['data modeling', 'Snowflake', 'dimensional modeling', 'RDBMS', 'NoSQL', 'ETL', 'data ingestion', 'data warehouse', 'data lake', 'Azure Cloud', 'Tableau', 'Power BI', 'star schema', 'metadata management', 'Erwin', 'ER Studio']"
710,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'legal coordination', 'forensic tool maintenance', 'project management', 'chain of custody', 'quality checks', 'IT functions', 'communication', 'organizational skills', 'problem solving', 'industry certification', 'litigation support', 'data analysis', 'scripting', 'database languages']"
711,2.0,,,,,BS,False,"['Tableau', 'Power BI', 'Crystal Reports', 'SQL Server', 'Python', 'C#.NET', 'Java', 'data pipelines', 'data lake', 'data analytics']"
712,6.0,,,133000.0,185000.0,,False,"['data analysis', 'product ideation', 'experimentation', 'user behavior', 'collaboration', 'quantitative analysis', 'data querying', 'product teams']"
713,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'project management', 'chain of custody', 'quality checks', 'communication skills', 'organizational skills', 'troubleshooting', 'scripting', 'data manipulation']"
714,2.0,,,,,BS,False,"['sustainability reporting', 'ESG data gathering', 'project management', 'data analysis', 'problem-solving', 'Word', 'Excel', 'PowerPoint', 'Power BI']"
715,3.0,,,115000.0,185000.0,BS/MS,False,"['Machine Learning', 'data modeling', 'Python', 'data preprocessing', 'big data', 'cloud computing']"
716,4.0,,,,,,False,"['data modeling', 'SQL', 'PL/SQL', 'performance tuning', 'technical documentation', 'data analysis', 'data management']"
717,3.0,,,,,BS,False,"['data analysis', 'consulting', 'analytics', 'data science', 'business analysis', 'data visualization', 'SQL', 'Python', 'Excel', 'Power BI']"
718,10.0,,,,,,False,"['AWS Redshift', 'data modeling', 'Snowflake schema', 'Logical Model', 'data warehousing', 'data governance', 'RDBMS', 'AWS cloud services']"
719,5.0,,,,,BS,True,"['data management', 'data analysis', 'product management', 'sustainability', 'technical attributes', 'communication', 'collaboration', 'organizational abilities']"
720,2.0,,,,,BS,True,"['data visualization', 'SQL', 'Business Intelligence', 'data analytics', 'ETL tools', 'Python']"
721,,,,,,BS,False,"['SQL', 'Python', 'communication', 'data analysis']"
722,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'project scope', 'forensic tools', 'Mac/Windows filesystem', 'mobile devices', 'encryption', 'communication skills', 'organizational skills', 'troubleshooting', 'scripting', 'data manipulation']"
723,,20.0,24.0,,,BS/MS,False,"['data analysis', 'project management', 'collaboration', 'presentation skills', 'technology introduction']"
724,3.0,,,,,BS,False,"['data analytics', 'business intelligence', 'HR data', 'programming', 'Python', 'R', 'SQL', 'data visualization', 'Tableau', 'Power BI', 'Excel', 'communication', 'organizational skills', 'employment regulations', 'team player', 'data handling']"
725,3.0,,,,,BS,False,"['data analysis', 'SQL', 'report creation', 'data visualization', 'MS Excel', 'data quality assurance', 'process enhancement']"
726,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'project scope', 'forensic tools', 'Mac/Windows filesystems', 'mobile devices', 'encryption', 'chain of custody', 'quality checks', 'IT functions', 'organizational skills', 'troubleshooting']"
727,5.0,,,,,BS,False,"['Google Analytics 4', 'reporting tools', 'SQL', 'PPC', 'Social Media', 'JavaScript', 'ecommerce datalayer', 'Google Search Console', 'Google Merchant Center', 'Google Looker Studio', 'SEM Rush', 'Conductor', 'Reporting Ninja', 'Power BI', 'Excel']"
728,2.0,,,,,College Degree,True,"['data operations', 'reporting', 'attention to detail', 'database processing', 'data analysis', 'MS office', 'MS Excel', 'SQL']"
729,3.0,,,,,,False,"['data analysis', 'problem solving', 'time management', 'communication', 'SQL', 'Python', 'data wrangling', 'technical documentation', 'data visualization']"
730,2.0,,,,,BS,False,"['clinical auditing', 'data abstraction', 'medical records review', 'data verification', 'data entry', 'clinical expertise', 'auditing', 'quality compliance']"
731,4.0,,,,,BS,False,"['P&L reporting', 'data analytics', 'cost analysis', 'budgeting', 'MS Office']"
732,,,,45864.0,101520.0,BS,False,"['AWS', 'AI/ML', 'data profiling', 'SQL', 'data analysis']"
733,,,,100000.0,,BS/MS,False,"['Core Java', 'javascript', 'C++', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'Github', 'Kubernates', 'REST API', 'Statistics', 'Gen AI', 'LLM', 'Sagemaker', 'Python', 'Computer Vision', 'data visualization tools']"
734,4.0,,,,,BS/MS,False,"['data engineering', 'AWS', 'Cloudera', 'Spark', 'python', 'Modak Nabu', 'SQL', 'Dynatrace', 'Splunk', 'Pyspark', 'JavaScript', 'Postgres', 'Hive', 'Airflow', 'API-based design']"
735,1.0,,,76510.0,96120.0,BS,False,"['analytical', 'problem-solving', 'communication', 'data analysis', 'data mapping', 'project management', 'interpersonal']"
736,2.0,58.0,64.0,122034.0,133630.0,MS,False,"['data analysis', 'project management', 'communication', 'statistical software', 'data visualization', 'Microsoft Azure', 'Power Platform', 'SQL', 'Python', 'R']"
737,7.0,,,,,,False,"['data pipeline', 'Agile/Scrum', 'data extraction', 'process automation', 'API-first design', 'version control', 'collaboration', 'ETL processes', 'data manipulation', 'big data analysis', 'CI/CD pipelines', 'relational database', 'Git', 'APIs', 'data visualization', 'Shell scripts', 'communication']"
738,7.0,,,,,,False,"['data pipeline', 'Agile/Scrum', 'data extraction', 'process automation', 'API-first design', 'data manipulation', 'big data analysis', 'CI/CD pipelines', 'relational database', 'version control', 'API development', 'data visualization', 'Shell scripting', 'data strategies', 'communication']"
739,6.0,0.0,0.0,174400.0,228900.0,Advanced degree in a quantitative or technical field,True,"['SQL', 'R', 'Python', 'data models', 'analytics', 'statistical modeling', 'data processing', 'people management']"
740,5.0,,,,,BS,False,"['Google Analytics 4', 'reporting', 'data analysis', 'SQL', 'PPC', 'Social Media', 'JavaScript', 'ecommerce', 'SEO', 'data visualization']"
741,5.0,60.0,70.0,,,BS,False,"['Data Analytics', 'SQL', 'PowerBI', 'Tableau', 'Problem-solving', 'Communication', 'Influencing', 'Cross-functional', 'End-to-End', 'Flexibility', 'Attention to detail']"
742,1.0,,,,,BS,False,"['data analysis', 'report writing', 'spreadsheets', 'databases', 'Python', 'R', 'Cognos', 'SQL', 'Power Bi', 'excel']"
743,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'legal coordination', 'forensic tool maintenance', 'project management', 'procedures development', 'chain of custody', 'quality checks', 'general IT functions', 'communication skills', 'organizational skills', 'troubleshooting']"
744,,30.0,50.0,,,BS,True,"['mathematics', 'AI', 'bilingual']"
745,3.0,48.0,67.0,100000.0,140000.0,,False,"['analytics', 'SQL', 'Python', 'ML', 'Product Analytics', 'communication', 'statistical concepts', 'data analysis', 'A/B tests', 'frameworks', 'collaborative work', 'creativity', 'curiosity']"
746,,30.0,50.0,,,BS,True,"['mathematics', 'AI model training', 'bilingual communication']"
747,,30.0,50.0,,,BS,True,"['数学', 'AIモデルトレーニング', '英語', '日本語']"
748,2.0,,,,,,False,"['analytics', 'data exploration', 'data automation', 'data transformation', 'data visualization', 'data modeling', 'data governance', 'SQL', 'DAX', 'Python', 'dbt', 'LookML', 'SSRS', 'Snowflake', 'Excel', 'ad hoc analysis', 'systems integrations', 'web services', 'APIs', 'financial mathematics', 'investment management']"
749,6.0,,,,,BS,False,"['SQL', 'Customer service', 'Customer support', 'Network support', 'Infrastructure support', 'Internet protocols', 'Incident management', 'Troubleshooting', 'Data entry', 'Data analysis', 'Documentation', 'Reporting', 'Ticketing systems', 'Splunk', 'Salesforce']"
750,7.0,,,,,BS/MS,True,"['data governance', 'metadata management', 'data quality', 'data profiling', 'data lineage', 'SQL', 'data analysis', 'Microsoft Office', 'ETL', 'databases', 'Tableau', 'Cognos', 'Protobuf', 'APIs', 'Kafka', 'data flow diagrams', 'Collibra', 'IBM Infosphere', 'Informatica']"
751,5.0,,,140000.0,,BS,False,"['business analysis', 'data analysis', 'project management', 'SQL', 'financial services']"
752,5.0,,,150550.0,,BS,True,"['application architecture', 'data wrangling', 'ML/AI', 'data acquisition', 'data visualization']"
753,2.0,,,,,BS,True,"['SAS', 'Tableau', 'data validation', 'communication', 'problem-solving']"
754,,,,,,,True,"['data analysis', 'statistical tables', 'technical writing', 'surveys', 'programming']"
755,,,,108000.0,145000.0,,True,"['clinical background', 'medical coding', 'SQL queries', 'interpersonal skills', 'technical skills', 'curiosity', 'communication']"
756,3.0,,,,,MS,False,"['analytic skills', 'issue resolution', 'facilitation skills', 'SQL proficiency', 'communication skills', 'interpersonal skills', 'teamwork', 'data analytics tools', 'statistical software']"
757,5.0,,,,,BS/MS,False,"['SQL', 'data visualization', 'Tableau', 'advanced analytics', 'python', 'ML models', 'LLM', 'communication']"
758,5.0,,,,,BS/MS,False,"['data analytics', 'scripting', 'business intelligence', 'data governance', 'data quality', 'AWS']"
759,1.0,,,85000.0,125000.0,BS,False,"['Power BI', 'SQL', 'data management', 'data governance', 'data modeling', 'analytical skills', 'problem-solving', 'communication', 'collaboration']"
760,,,,88000.0,132000.0,,True,"['competitive analysis', 'market research', 'cross-functional coordination', 'communication', 'presentation', 'analytical skills', 'CRM experience']"
761,1.0,,,62400.0,86940.0,,True,"['Microsoft Excel', 'Power BI', 'SQL', 'data analysis', 'AI tools', 'PowerPoint', 'critical thinking', 'problem solving', 'communication', 'organization']"
762,1.0,,,,,BS/MS/PHD,False,"['SQL', 'statistical modeling', 'causal inference', 'experimentation', 'Python', 'R', 'data visualization']"
763,1.0,,,,,BS/MS/PHD,False,"['SQL', 'statistical modeling', 'causal inference', 'experimentation', 'Python', 'R', 'data visualization']"
764,1.0,,,,,BS,False,"['Data Science', 'analytics', 'SQL', 'statistical modeling', 'causal inference', 'experimentation', 'Python', 'R', 'Tableau', 'communication', 'market research']"
765,1.0,,,98155.0,145110.0,BS,False,"['data analytics', 'marketing analysis', 'KPI development', 'digital marketing', 'A/B testing', 'customer segmentation', 'data infrastructure', 'Python', 'R', 'SQL', 'Tableau']"
766,2.0,,,114000.0,171000.0,BS,False,"['data analysis', 'data mining', 'quantitative analysis', 'SQL', 'Python', 'R', 'statistical software', 'user behaviors', 'product trends']"
767,,,,,132000.0,BS/MS,False,"['data analysis', 'SQL', 'Python', 'R', 'analytics']"
768,,,,,,BS/MS,False,"['data analysis', 'data querying', 'scripting', 'statistical software']"
769,2.0,,,,,BS,False,"['SQL', 'Python', 'R', 'statistical methods', 'machine learning']"
770,1.0,,,,,BS,True,"['data analytics', 'dashboards', 'process automations', 'large data sets', 'mathematics', 'statistics', 'computer science', 'records management', 'technical writing', 'project management', 'data analysis', 'database systems', 'analytical techniques', 'performance monitoring', 'oral communication']"
771,3.0,,,,,BS,False,"['analytics', 'SQL', 'data visualization', 'communication', 'A/B testing', 'data analysis']"
772,3.0,,,,,BS,False,"['advanced analytics', 'data science', 'statistical modeling', 'machine learning', 'data mining', 'SQL', 'data visualization', 'Python', 'R', 'communication', 'problem-solving']"
773,2.0,,,114000.0,171000.0,BS/MS/PHD,False,"['analytics', 'data querying', 'scripting', 'data mining', 'quantitative analysis', 'problem solving', 'communication']"
774,,,,100000.0,130000.0,,False,"['Statistics', 'Data Analysis', 'Model Development', 'Machine Learning']"
775,3.0,,,131200.0,172200.0,MS,True,"['SQL', 'R', 'Python', 'data models', 'statistical modeling']"
776,,,,,,BS,False,"['data analysis', 'machine learning', 'SQL', 'data visualization', 'Python', 'Microsoft Office', 'Docker', 'Unix/Linux', 'statistical modeling', 'demand forecasting']"
777,3.0,,,136300.0,177300.0,BA/BS,False,"['data analytics', 'A/B testing', 'SQL', 'Python', 'data wrangling', 'statistics', 'data storytelling', 'collaboration']"
778,4.0,,,,,BS/MS,True,"['data science', 'machine learning', 'Python', 'R', 'data visualization', 'SQL', 'big data']"
779,,46.0,,,134000.0,Ph.D/Bachelor's,False,"['data querying', 'scripting languages', 'statistical packages', 'distributed computing', 'data analysis', 'quantitative analysis']"
780,2.0,,,,,Undergraduate,False,"['Data Science', 'Financial Models', 'Capacity Planning', 'MS Excel', 'SQL', 'Communication']"
781,5.0,,,1000000.0,10000000.0,,False,"['computer vision', 'ML', 'PyTorch', 'video processing', 'generative AI', 'face detection', 'tracking']"
782,3.0,,,,,BS/MS,False,"['Python', 'R', 'machine learning', 'SQL', 'big data', 'data visualization', 'statistical analysis', 'NLP', 'cloud computing', 'problem-solving', 'communication']"
783,5.0,,,,,MS,False,"['data architecture', 'cloud environments', 'Python', 'data science', 'SQL', 'MongoDB', 'machine learning', 'optimization', 'US electricity markets', 'power data', 'modeling', 'forecasting']"
784,8.0,0.0,0.0,93000.0,139000.0,BS,True,"['data analysis', 'visualization', 'database management', 'quantitative analysis', 'qualitative analysis', 'statistical software', 'data collection', 'data quality', 'research design']"
785,2.0,,,,,MS,False,"['Data Science', 'SQL', 'R', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Data Security', 'Data Privacy', 'Agile', 'Design Thinking', 'MLOps', 'Databricks', 'Jupyter Notebooks', 'Azure Data Factory']"
786,2.0,,,144000.0,180000.0,Ph.D.,False,"['optimization', 'inference', 'Python', 'data analysis', 'visualization', 'communication']"
787,3.0,,,,,,False,"['Banking analytics', 'Payments analytics', 'Predictive solutions', 'ML solutions', 'SQL', 'Tableau', 'Python', 'Big Data Technologies', 'Hadoop', 'Spark', 'Communication skills', 'Stakeholder management', 'Problem-solving skills']"
788,12.0,,,,,,True,"['cloud management', 'AWS Sagemaker', 'coding', 'Python', 'SQL', 'Spark', 'Agile', 'DevOps', 'stakeholder management', 'visualization', 'analytics', 'best practices', 'open source']"
789,2.0,,,,,,False,"['machine learning', 'MLOps', 'foundational models', 'PyTorch', 'Python', 'software development', 'data pipelines']"
790,3.0,,,,,BS,True,"['Python', 'R', 'machine learning', 'deep learning', 'NLP', 'Computer Vision', 'data management', 'databases', 'SQL', 'Hadoop', 'AWS', 'Azure']"
791,2.0,55.0,65.0,,,MS,False,"['AWS', 'Azure', 'Python', 'SQL']"
792,4.0,0.0,0.0,136000.0,176000.0,MS,False,"['data science', 'data analysis', 'SQL', 'R', 'Python', 'Spark', 'Looker', 'Tableau', 'statistical methods', 'experimentation theory']"
793,8.0,,,192000.0,243000.0,PHD,True,"['causal inference', 'machine learning', 'predictive modeling', 'data-driven product development', 'communication skills', 'data-driven strategies', 'strategic thinking', 'problem-solving']"
794,3.0,,,,,,False,"['machine learning', 'AI solutions', 'Python', 'deep learning', 'statistical concepts', 'linear algebra', 'calculus', 'probability theory', 'problem solving', 'communication', 'data analysis']"
795,8.0,,,178500.0,220000.0,,True,"['data science', 'ML', 'AI', 'large language models', 'prompt engineering', 'SQL', 'Python']"
796,5.0,,,,,BS/MS,True,"['SQL', 'Python', 'R', 'data visualization', 'data warehousing', 'data modeling', 'problem-solving', 'analytical skills', 'communication', 'interpersonal skills']"
797,8.0,,,206000.0,281000.0,BS,False,"['data analysis', 'technical expertise', 'experimentation', 'data mining', 'communication', 'stakeholder management']"
798,5.0,,,130000.0,200000.0,BS,False,"['LLMs', 'Generative AI', 'NLP', 'Python', 'Data Science', 'Machine Learning', 'Statistical Modeling', 'Cloud ML']"
799,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'BI software', 'SQL', 'R', 'Python', 'SAS', 'data management', 'statistical analyses', 'communication', 'attention to detail']"
800,2.0,,,190000.0,355000.0,BS,True,"['machine learning', 'data analysis', 'production code', 'ad products']"
801,2.0,,,144000.0,180000.0,PhD,False,"['optimization', 'inference', 'Python', 'data analysis', 'communication']"
802,,56.0,105.0,118500.0,219200.0,MSc or Ph.D,False,"['data science', 'statistics', 'biostatistics', 'mathematics', 'collaboration', 'communication', 'GCP', 'regulations', 'compliance']"
803,1.0,,,,,BS,True,"['data parsing', 'data cleaning', 'statistics', 'Python', 'ETL', 'RAG techniques', 'NLP', 'TensorFlow', 'PyTorch']"
804,3.0,0.0,0.0,151000.0,185000.0,BS,False,"['Data Science', 'Python', 'R', 'Machine Learning', 'Computer Vision', 'Object Detection']"
805,4.0,,,176800.0,221000.0,,True,"['Python', 'SQL', 'machine learning', 'Risk', 'communication', 'interpersonal skills']"
806,,,,,,BS/MS,True,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Keras', 'scikit-learn', 'SQL', 'NoSQL', 'big data tools', 'AWS', 'Google Cloud', 'Microsoft Azure', 'model evaluation', 'GitHub', 'GitLab', 'problem-solving', 'communication']"
807,0.0,,,,,BS,False,"['R', 'Python', 'SQL', 'Spark', 'Tableau', 'Power BI', 'statistical techniques', 'machine learning']"
808,1.0,5.0,8.0,5627.0,8440.0,BS,True,"['data science', 'machine learning', 'artificial intelligence', 'statistics', 'mathematics', 'technical solutions', 'production systems', 'analytical techniques', 'programming languages', 'devops practices']"
809,1.0,,,,,BS,False,"['Python', 'SQL', 'statistics', 'data analysis', 'data visualization', 'problem-solving', 'collaborative work', 'communication']"
810,12.0,,,,,MS,False,"['Data Science', 'PySpark', 'Azure DataFactory', 'Azure Databricks']"
811,1.0,,,125000.0,225000.0,,False,"['Python', 'SQL', 'software engineering', 'communication', 'financial markets']"
812,4.0,,,,,BS,False,"['data analytics', 'predictive modelling', 'machine-learning', 'clustering', 'classification', 'programming', 'Big Data', 'visualization']"
813,3.0,,,,,MS/PhD,False,"['data analytics', 'predictive analytics', 'statistical models', 'machine learning', 'deep learning', 'software engineering', 'Python', 'Spark', 'SQL', 'Tableau', 'Google Analytics', 'BigQuery']"
814,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'statistics', 'data management', 'Microsoft Power BI', 'SQL', 'R', 'Python', 'SAS', 'communication']"
815,,,,,,BS/MS,True,"['Java', 'programming', 'software development', 'Core Java', 'JavaScript', 'C++', 'Spring Boot', 'Microservices', 'Docker', 'Jenkins', 'REST APIs', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'PowerBI', 'TensorFlow']"
816,1.0,,,,,"BS, MS or PhD",False,"['modern data science tools', 'Python', 'SQL', 'Linux', 'machine learning techniques', 'communication skills']"
817,2.0,,,190000.0,355000.0,BS,True,"['machine learning', 'data analysis', 'production code', 'recommendation systems', 'deep learning', 'NLP']"
818,2.0,,,80000.0,120000.0,Graduate degree,False,"['data science', 'machine learning', 'SAS', 'Python', 'SQL', 'Excel', 'communication']"
819,4.0,36.0,49.0,75000.0,103670.0,BS,False,"['data analysis', 'data visualization', 'Microsoft Power BI', 'SQL', 'R', 'Python', 'SAS', 'data management', 'statistical analysis', 'communication']"
820,,,,150000.0,200000.0,,True,"['AI', 'LLMs', 'data platform', 'data integration']"
821,3.0,,,,,B.E./ B. Tech / M. Tech/ MCA,False,"['GenAI capabilities', 'deep learning', 'CNN', 'RNN', 'transformers', 'optimization algorithms', 'programming in Python', 'Computer Vision', 'TensorFlow', 'PyTorch', 'AI/ML modeling', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'federated learning', 'time series forecasting', 'Bayesian statistics', 'LLM design', 'NLP systems', 'cloud computing']"
822,7.0,,,,,BS/MS,True,"['machine learning', 'data science', 'AWS', 'Python', 'data visualization', 'data manipulation', 'analytical skills', 'problem-solving']"
823,2.0,,,,,,True,"['machine learning', 'data analysis', 'Python', 'code review', 'debugging', 'communication', 'problem solving']"
824,3.0,50.0,100.0,100000.0,200000.0,MS,False,"['Machine Learning', 'AI Model Optimisation', 'Back-end Development', 'Node.js', 'Python']"
825,,,,,,MS,False,"['machine learning', 'robotics', 'imitation learning', 'reinforcement learning']"
826,6.0,83.0,116.0,173000.0,242000.0,BS,False,"['data analysis', 'data mining', 'SQL', 'Python', 'R']"
827,3.0,,,104800.0,158400.0,,True,"['machine learning', 'AI infrastructure', 'AWS', 'ML tools', 'programming', 'cloud platforms', 'Terraform', 'communication', 'Python', 'statistical analysis', 'generative AI']"
828,6.0,,,131800.0,223000.0,MS/PhD,False,"['programming', 'C++', 'computer vision', 'medical image analysis', 'robotics', 'sensor fusion', 'machine learning', 'troubleshooting', 'debugging', 'Linux', 'OOP design', 'OpenCV', 'PyTorch', 'TensorFlow', 'ITK', 'VTK', 'ROS']"
829,2.0,,,,,BS/MS/PHD,False,"['Python', 'machine learning', 'deep learning', 'statistics', 'data mining', 'NLP', 'SQL', 'cloud computing']"
830,3.0,,,,,BS,False,"['data analysis', 'statistical modeling', 'machine learning', 'SQL', 'Python', 'Microsoft Office Suite']"
831,8.0,,,,,BS,False,"['data analysis', 'prediction algorithms', 'collaboration', 'predictive modeling', 'machine-learning', 'programming']"
832,2.0,,,,,BS/MS,True,"['Python', 'R', 'Java', 'TensorFlow', 'PyTorch', 'Keras', 'NLP', 'computer vision', 'deep learning', 'data preprocessing', 'feature engineering', 'exploratory data analysis', 'AWS', 'Azure', 'Google AI', 'Hadoop', 'Spark', 'Kafka', 'algorithms', 'data structures', 'model evaluation']"
833,7.0,53.0,62.0,106000.0,132500.0,BS/MS,True,"['data science', 'Gen AI', 'medical industry', 'billing systems', 'predictive analytics', 'machine learning', 'cloud services', 'Python', 'R', 'SQL', 'data visualization', 'leadership']"
834,2.0,,,,,BS/MS,True,"['Python', 'R', 'Java', 'TensorFlow', 'PyTorch', 'Keras', 'NLP', 'computer vision', 'deep learning', 'data preprocessing', 'feature engineering', 'exploratory data analysis', 'AWS', 'Azure', 'Google AI', 'Hadoop', 'Spark', 'Kafka', 'algorithms', 'data structures', 'model evaluation']"
835,11.0,,,,,,False,"['AI/ML', 'Python', 'TensorFlow', 'PyTorch', 'unit testing', 'integration testing', 'cloud platforms', 'REST API', 'Git', 'collaborative development', 'Design Patterns', 'NLP', 'computer vision']"
836,,,,,,MS,False,"['Statistics', 'Mathematics', 'Engineering', 'Python', 'Pandas', 'Numpy', 'Machine Learning', 'database management']"
837,5.0,,,,,BS,False,"['Python', 'AWS', 'Docker', 'Kafka', 'Redis', 'DynamoDB', 'Snowflake', 'Airflow', 'SQL', 'Machine Learning']"
838,,,,,,"University degree in Computer Science, Mathematics, Statistics, AI, Physics, or a related field",False,"['Python programming', 'advanced analytics', 'machine learning', 'Clustering', 'regression', 'classification', 'forecasting', 'Neural networks', 'hyperparameter optimization', 'Stochastic data modeling', 'anomaly detection', 'data storytelling', 'visualization']"
839,5.0,,,165000.0,240000.0,,False,"['computer vision', 'ML systems', 'PyTorch', 'video processing', 'collaboration']"
840,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'business intelligence', 'statistical analyses', 'data management', 'communication', 'teamwork']"
841,7.0,,,186000.0,224000.0,BS/MS,True,"['data science', 'product analytics', 'statistical modeling', 'experimentation', 'SQL', 'Python', 'communication', 'analytics framework']"
842,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'Microsoft Power BI', 'SQL', 'R', 'Python', 'SAS', 'data management', 'statistical analyses', 'report writing', 'communication']"
843,2.0,,,101800.0,147700.0,MS,True,"['AI application development', 'Prompt engineering', 'Model fine-tuning', 'Model evaluation', 'Collaboration', 'Communication', 'LLM models', 'Fine-tuning', 'Embeddings', 'Python', 'NLP', 'MLOps']"
844,1.0,,,,,PhD,True,"['finance', 'CompSci', 'Azure', 'AWS', 'ETL']"
845,5.0,,,,,,False,"['computer vision', 'ML systems', 'PyTorch', 'video processing']"
846,,45.0,61.0,,,BS/MS,False,"['SQL', 'statistics', 'data visualization', 'business', 'engineering']"
847,3.0,,,,,,False,"['machine learning', 'AI', 'Python', 'data preprocessing', 'feature engineering', 'model training', 'model evaluation', 'model deployment', 'problem solving', 'statistical concepts']"
848,6.0,,,177000.0,266000.0,MS,False,"['data analysis', 'statistical analysis', 'business recommendations', 'mathematical techniques', 'problem-solving', 'communication', 'leadership', 'initiative', 'teaching']"
849,3.0,,,152000.0,228000.0,MS,False,"['statistical methods', 'SQL', 'data analysis', 'scripting', 'statistical models', 'communication']"
850,2.0,,,,,BS,False,"['SQL', 'Python', 'statistical analysis', 'experimentation design', 'communication']"
851,3.0,,,,,MS,True,"['Pattern Recognition', 'Neural Networks', 'Natural Language Processing', 'Software Development', 'Machine Learning']"
852,5.0,,,160000.0,218000.0,"related field (e.g., Mathematics, Physics)",True,"['machine learning', 'data analysis', 'Python', 'ML libraries', 'Scala', 'SQL', 'No-SQL', 'data engineering', 'ad optimization']"
853,8.0,75.0,85.0,,,BS,False,"['customer segmentation', 'market research', 'data analysis', 'statistical analysis', 'machine learning', 'data visualization', 'stakeholder collaboration', 'project management']"
854,2.0,,,,,BS,False,"['data visualization', 'datasets', 'graph-based algorithms', 'statistical analysis', 'data', 'machine learning', 'feature engineering', 'r', 'prototype', 'performance evaluation', 'metrics', 'models', 'cloud development', 'cross validation', 'data analysis', 'algorithms', 'sas', 'data mining', 'matlab', 'python', 'roc curves', 'learning', 'confusion matrices', 'analytics']"
855,1.0,,,,,BS/MS/PHD,False,"['Python', 'SQL', 'Linux', 'machine learning', 'NLP', 'deep learning', 'A/B testing', 'statistical analysis']"
856,2.0,,,,,Ph.D.,False,"['data analysis', 'Python', 'optimization models', 'communication', 'collaboration', 'experimentation']"
857,,16.0,75.0,,,MS,False,"['data analysis', 'machine learning', 'SQL', 'Excel', 'mentoring', 'problem solving']"
858,5.0,,,161500.0,221500.0,,True,"['data science', 'data analysis', 'data engineering', 'SQL', 'R', 'Python', 'dimensional modeling', 'data warehousing', 'statistics', 'experimental design', 'data modeling', 'DBT', 'Looker', 'data visualization']"
859,7.0,,,,,BS,True,"['data extraction', 'advanced analytics', 'data cleansing', 'Python mastery', 'problem-solving', 'creative thinking', 'experiment design', 'communication skills', 'research objectives', 'data insights', 'collaborative coding', 'machine learning', 'big data', 'deep learning']"
860,5.0,0.0,0.0,130000.0,180000.0,,False,"['ML infrastructure', 'Python', 'ML frameworks', 'on-premises systems', 'CI/CD']"
861,,,,,,,False,"['Machine Learning', 'Python', 'Deep Learning', 'Gen AI', 'Computer Vision', 'Opensource', 'Azure Cloud', 'LLM', 'Images experience']"
862,7.0,,,,,,True,"['Feature Engineering', 'ETL', 'Databricks', 'Medallion Architecture', 'MLflow', 'Apache Spark', 'PySpark', 'Python', 'SQL', 'CICD', 'Data Security', 'Compliance', 'Metadata Management']"
863,,,,,,BS/MS,True,"['Data warehousing', 'SQL Server', 'Data Lake', 'ERP systems', 'Predictive modeling', 'Data visualization', 'Programming languages']"
864,,,,,,MS,False,"['data solutions', 'Python', 'statistical techniques', 'machine learning', 'data visualization']"
865,,,,150000.0,225000.0,MS,True,"['quantitative research', 'financial engineering', 'statistical models', 'machine learning', 'MLOps', 'Python', 'R', 'SQL', 'data processing']"
866,,,,,,,True,"['data science', 'financial data analysis', 'recommendation systems', 'sentiment analysis', 'chatbot development', 'image classification', 'audio classification', 'text analysis', 'data preprocessing', 'data visualization', 'machine learning', 'collaboration', 'communication']"
867,7.0,,,,,MS,False,"['data analysis', 'statistical modeling', 'machine learning', 'SQL', 'Python', 'data mining', 'A/B testing', 'visualization']"
868,2.0,,,,,BS/MS/PHD,True,"['machine learning', 'deep learning', 'Python', 'C++', 'data analysis', 'data mining', 'simulation', 'communication skills', 'version control']"
869,2.0,,,147900.0,174000.0,MS,False,"['ML models', 'software engineering', 'Tensorflow', 'PyTorch', 'supervised learning', 'unsupervised learning', 'adaptability']"
870,5.0,,,78000.0,92000.0,BS,False,"['research', 'technology', 'product development', 'technical writing', 'communication', 'organization', 'multitasking', 'laboratory equipment']"
871,,,,,,,True,"['data science', 'data analysis', 'machine learning', 'team collaboration', 'communication']"
